Gene	AveExpr	logFC	P.Value	adj.P.Val	Sig	GeneType
ENSG00000087116	ADAMTS2	3.32	3.6	2.31e-12	1.87e-10	TRUE	protein_coding
ENSG00000105193	RPS16	7.08	-1.16	2.33e-12	1.89e-10	TRUE	protein_coding
ENSG00000101084	RAB5IF	4.61	1.21	2.37e-12	1.91e-10	TRUE	protein_coding
ENSG00000153896	ZNF599	1.37	-0.73	2.37e-12	1.91e-10	TRUE	protein_coding
ENSG00000287733	AC083862.2	3.9	1.97	2.45e-12	1.96e-10	TRUE	lncRNA
ENSG00000172460	PRSS30P	1.1	-1.21	2.57e-12	2.05e-10	TRUE	transcribed_unitary_pseudogene
ENSG00000244398	AC116533.1	0.61	-0.47	2.6e-12	2.06e-10	FALSE	processed_pseudogene
ENSG00000153815	CMIP	8.2	0.93	2.61e-12	2.07e-10	TRUE	protein_coding
ENSG00000042317	SPATA7	1.31	-0.9	2.62e-12	2.07e-10	TRUE	protein_coding
ENSG00000152380	FAM151B	3.12	1.33	2.66e-12	2.09e-10	TRUE	protein_coding
ENSG00000198270	TMEM116	2.77	-0.85	2.67e-12	2.09e-10	TRUE	protein_coding
ENSG00000283064	AL353759.1	2.15	1.88	2.68e-12	2.1e-10	TRUE	lncRNA
ENSG00000225978	HAR1A	0.71	-0.81	2.69e-12	2.1e-10	TRUE	lncRNA
ENSG00000172936	MYD88	8.35	1.08	2.7e-12	2.1e-10	TRUE	protein_coding
ENSG00000233836	AC139769.1	1.37	-1.11	2.72e-12	2.1e-10	TRUE	transcribed_unprocessed_pseudogene
ENSG00000257335	MGAM	9.89	2.09	2.77e-12	2.14e-10	TRUE	protein_coding
ENSG00000256427	AC010175.1	0.58	-0.85	2.83e-12	2.17e-10	TRUE	lncRNA
ENSG00000183137	CEP57L1	2.81	-1.19	3.09e-12	2.37e-10	TRUE	protein_coding
ENSG00000159128	IFNGR2	7.83	1.02	3.13e-12	2.39e-10	TRUE	protein_coding
ENSG00000146094	DOK3	8.82	1.4	3.2e-12	2.44e-10	TRUE	protein_coding
ENSG00000163625	WDFY3	8.84	1.65	3.31e-12	2.51e-10	TRUE	protein_coding
ENSG00000144713	RPL32	7.55	-1.33	3.35e-12	2.53e-10	TRUE	protein_coding
ENSG00000185818	NAT8L	0.28	-0.55	3.44e-12	2.59e-10	FALSE	protein_coding
ENSG00000101384	JAG1	3.77	1.16	3.47e-12	2.6e-10	TRUE	protein_coding
ENSG00000267453	CLEC4O	0.38	-0.92	3.47e-12	2.6e-10	TRUE	transcribed_unprocessed_pseudogene
ENSG00000246363	LINC02458	0.75	-1.08	3.53e-12	2.64e-10	TRUE	lncRNA
ENSG00000162241	SLC25A45	4.65	-0.79	3.55e-12	2.64e-10	TRUE	protein_coding
ENSG00000240767	RN7SL288P	3.19	1.23	3.58e-12	2.65e-10	TRUE	misc_RNA
ENSG00000149273	RPS3	8.49	-1.2	3.69e-12	2.73e-10	TRUE	protein_coding
ENSG00000133114	GPALPP1	3.62	-0.77	3.78e-12	2.79e-10	TRUE	protein_coding
ENSG00000254554	AC080023.1	2.36	1.42	3.83e-12	2.81e-10	TRUE	lncRNA
ENSG00000128512	DOCK4	5.78	2.17	3.84e-12	2.81e-10	TRUE	protein_coding
ENSG00000198919	DZIP3	3.22	-1.05	3.86e-12	2.81e-10	TRUE	protein_coding
ENSG00000105711	SCN1B	3.54	1.75	3.87e-12	2.81e-10	TRUE	protein_coding
ENSG00000162594	IL23R	0.31	-0.61	3.91e-12	2.84e-10	TRUE	protein_coding
ENSG00000223711	AC069213.1	0.34	-0.38	4.07e-12	2.94e-10	FALSE	lncRNA
ENSG00000124780	KCNK17	0.22	-0.53	4.1e-12	2.95e-10	FALSE	protein_coding
ENSG00000232450	AL133517.1	1.72	1.22	4.11e-12	2.96e-10	TRUE	transcribed_processed_pseudogene
ENSG00000157800	SLC37A3	5.63	1.62	4.24e-12	3.03e-10	TRUE	protein_coding
ENSG00000131089	ARHGEF9	3.48	-1.06	4.25e-12	3.03e-10	TRUE	protein_coding
ENSG00000156026	MCU	4.72	0.91	4.26e-12	3.03e-10	TRUE	protein_coding
ENSG00000144451	SPAG16	1.14	-0.73	4.35e-12	3.08e-10	TRUE	protein_coding
ENSG00000273983	H3C8	3.47	2.79	4.5e-12	3.18e-10	TRUE	protein_coding
ENSG00000080839	RBL1	4.39	-0.86	4.69e-12	3.31e-10	TRUE	protein_coding
ENSG00000230426	ERVMER61-1	1.38	-1.31	4.86e-12	3.42e-10	TRUE	lncRNA
ENSG00000151948	GLT1D1	7.96	1.39	4.92e-12	3.45e-10	TRUE	protein_coding
ENSG00000211896	IGHG1	6.99	5.32	5.13e-12	3.59e-10	TRUE	IG_C_gene
ENSG00000132357	CARD6	5.71	1.37	5.22e-12	3.63e-10	TRUE	protein_coding
ENSG00000117281	CD160	1.73	-1.74	5.23e-12	3.63e-10	TRUE	protein_coding
ENSG00000090020	SLC9A1	6.6	1.13	5.25e-12	3.63e-10	TRUE	protein_coding
ENSG00000072110	ACTN1	9.42	1.2	5.26e-12	3.63e-10	TRUE	protein_coding
ENSG00000251034	AC087854.1	0.42	-0.56	5.27e-12	3.63e-10	FALSE	lncRNA
ENSG00000174370	C11orf45	0.4	-0.58	5.28e-12	3.63e-10	FALSE	protein_coding
ENSG00000246526	LINC02481	1.87	-1.25	5.61e-12	3.84e-10	TRUE	lncRNA
ENSG00000158006	PAFAH2	3.91	-0.85	5.67e-12	3.87e-10	TRUE	protein_coding
ENSG00000267337	LINC01478	0.11	-0.31	5.71e-12	3.88e-10	FALSE	lncRNA
ENSG00000163006	CCDC138	1.92	-0.67	5.78e-12	3.92e-10	TRUE	protein_coding
ENSG00000234851	RPL23AP42	1.39	-0.9	5.93e-12	4.01e-10	TRUE	processed_pseudogene
ENSG00000157456	CCNB2	2.05	1.79	6.11e-12	4.12e-10	TRUE	protein_coding
ENSG00000082014	SMARCD3	5.71	1.65	6.25e-12	4.19e-10	TRUE	protein_coding
ENSG00000151208	DLG5	2.82	-1.51	6.25e-12	4.19e-10	TRUE	protein_coding
ENSG00000197933	ZNF823	1.15	-0.65	6.29e-12	4.2e-10	TRUE	protein_coding
ENSG00000075151	EIF4G3	6.96	0.96	6.29e-12	4.2e-10	TRUE	protein_coding
ENSG00000161551	ZNF577	2.17	-0.8	6.38e-12	4.24e-10	TRUE	protein_coding
ENSG00000196581	AJAP1	0.37	-0.86	6.44e-12	4.27e-10	TRUE	protein_coding
ENSG00000156414	TDRD9	4.92	2.61	6.47e-12	4.27e-10	TRUE	protein_coding
ENSG00000198155	ZNF876P	0.78	-0.71	6.48e-12	4.27e-10	TRUE	transcribed_unprocessed_pseudogene
ENSG00000178814	OPLAH	5.28	2.42	6.56e-12	4.31e-10	TRUE	protein_coding
ENSG00000197771	MCMBP	6.64	0.73	6.71e-12	4.4e-10	TRUE	protein_coding
ENSG00000100024	UPB1	3.6	2.39	6.95e-12	4.54e-10	TRUE	protein_coding
ENSG00000125375	DMAC2L	3.77	-1.04	6.98e-12	4.55e-10	TRUE	protein_coding
ENSG00000166526	ZNF3	4.17	-0.67	7.02e-12	4.56e-10	TRUE	protein_coding
ENSG00000023330	ALAS1	5.74	0.88	7.03e-12	4.56e-10	TRUE	protein_coding
ENSG00000172663	TMEM134	3.37	-0.83	7.21e-12	4.66e-10	TRUE	protein_coding
ENSG00000141194	OR4D1	0.71	-0.78	7.39e-12	4.76e-10	TRUE	protein_coding
ENSG00000138311	ZNF365	0.69	-0.94	7.73e-12	4.97e-10	TRUE	protein_coding
ENSG00000198734	F5	7.27	1.9	7.99e-12	5.12e-10	TRUE	protein_coding
ENSG00000221983	UBA52	8.82	-1.69	8.01e-12	5.12e-10	TRUE	protein_coding
ENSG00000215244	LINC02649	5.57	2.3	8.08e-12	5.14e-10	TRUE	lncRNA
ENSG00000105501	SIGLEC5	4.48	1.67	8.21e-12	5.21e-10	TRUE	protein_coding
ENSG00000068650	ATP11A	8.42	1.03	8.22e-12	5.21e-10	TRUE	protein_coding
ENSG00000177663	IL17RA	10.2	1.21	8.29e-12	5.24e-10	TRUE	protein_coding
ENSG00000174255	ZNF80	0.48	-0.93	8.38e-12	5.27e-10	TRUE	protein_coding
ENSG00000213722	DDAH2	5.74	1.61	8.39e-12	5.27e-10	TRUE	protein_coding
ENSG00000145555	MYO10	3.4	2.24	8.43e-12	5.28e-10	TRUE	protein_coding
ENSG00000168116	KIAA1586	3.36	-1.36	8.54e-12	5.33e-10	TRUE	protein_coding
ENSG00000088298	EDEM2	5.79	0.78	8.78e-12	5.47e-10	TRUE	protein_coding
ENSG00000166851	PLK1	2.87	1.72	8.91e-12	5.54e-10	TRUE	protein_coding
ENSG00000204130	RUFY2	3.45	-0.72	9.01e-12	5.58e-10	TRUE	protein_coding
ENSG00000102554	KLF5	3.38	1.44	9.05e-12	5.6e-10	TRUE	protein_coding
ENSG00000152684	PELO	4.56	0.92	9.14e-12	5.64e-10	TRUE	protein_coding
ENSG00000118454	ANKRD13C	4.33	-0.72	9.44e-12	5.81e-10	TRUE	protein_coding
ENSG00000175471	MCTP1	6.62	1.24	9.48e-12	5.81e-10	TRUE	protein_coding
ENSG00000168610	STAT3	9.11	1	9.57e-12	5.86e-10	TRUE	protein_coding
ENSG00000173281	PPP1R3B	7.89	1.46	1.01e-11	6.15e-10	TRUE	protein_coding
ENSG00000137312	FLOT1	8.06	1.39	1.01e-11	6.15e-10	TRUE	protein_coding
ENSG00000116991	SIPA1L2	6.87	1.95	1.03e-11	6.23e-10	TRUE	protein_coding
ENSG00000133063	CHIT1	3.82	2.52	1.03e-11	6.23e-10	TRUE	protein_coding
ENSG00000188559	RALGAPA2	8.01	1.38	1.06e-11	6.42e-10	TRUE	protein_coding
ENSG00000101230	ISM1	0.75	-0.96	1.11e-11	6.66e-10	TRUE	protein_coding
ENSG00000260496	AC009041.1	0.85	-1.06	1.12e-11	6.73e-10	TRUE	lncRNA
ENSG00000236609	ZNF853	1.8	-1.22	1.13e-11	6.78e-10	TRUE	protein_coding
ENSG00000218426	AL590867.2	0.48	-0.4	1.14e-11	6.78e-10	FALSE	processed_pseudogene
ENSG00000089685	BIRC5	2.43	2.26	1.16e-11	6.89e-10	TRUE	protein_coding
ENSG00000103528	SYT17	0.81	-0.97	1.2e-11	7.11e-10	TRUE	protein_coding
ENSG00000197958	RPL12	7.14	-1.24	1.21e-11	7.15e-10	TRUE	protein_coding
ENSG00000280017	AC112200.2	0.5	0.66	1.21e-11	7.15e-10	TRUE	TEC
ENSG00000003402	CFLAR	10.4	1.35	1.29e-11	7.58e-10	TRUE	protein_coding
ENSG00000122862	SRGN	10.57	1.21	1.3e-11	7.64e-10	TRUE	protein_coding
ENSG00000100479	POLE2	1.63	-1.12	1.31e-11	7.67e-10	TRUE	protein_coding
ENSG00000080493	SLC4A4	1.36	-1.23	1.36e-11	7.94e-10	TRUE	protein_coding
ENSG00000258632	AC135626.1	2.68	1.67	1.37e-11	7.99e-10	TRUE	processed_pseudogene
ENSG00000185033	SEMA4B	7.39	1.06	1.37e-11	7.99e-10	TRUE	protein_coding
ENSG00000285569	AC099344.3	0.16	-0.42	1.39e-11	8.06e-10	FALSE	lncRNA
ENSG00000245532	NEAT1	13.68	2.08	1.4e-11	8.12e-10	TRUE	lncRNA
ENSG00000229117	RPL41	7.67	-1.09	1.42e-11	8.22e-10	TRUE	protein_coding
ENSG00000185697	MYBL1	3.74	-1.86	1.42e-11	8.22e-10	TRUE	protein_coding
ENSG00000181274	FRAT2	8.09	1.23	1.45e-11	8.33e-10	TRUE	protein_coding
ENSG00000272669	AL021707.6	3.3	1.73	1.46e-11	8.39e-10	TRUE	lncRNA
ENSG00000117399	CDC20	2.5	2.41	1.5e-11	8.59e-10	TRUE	protein_coding
ENSG00000156650	KAT6B	5.26	-0.67	1.51e-11	8.64e-10	TRUE	protein_coding
ENSG00000231584	FAHD2CP	1.19	-0.75	1.57e-11	8.92e-10	TRUE	transcribed_unprocessed_pseudogene
ENSG00000188785	ZNF548	3.11	-1.09	1.58e-11	8.97e-10	TRUE	protein_coding
ENSG00000254789	AC073172.1	2.78	2.53	1.58e-11	8.97e-10	TRUE	lncRNA
ENSG00000005381	MPO	4.98	4.03	1.61e-11	9.07e-10	TRUE	protein_coding
ENSG00000110944	IL23A	1.17	-1.06	1.61e-11	9.11e-10	TRUE	protein_coding
ENSG00000170846	AC093323.1	2.85	-1.07	1.62e-11	9.12e-10	TRUE	protein_coding
ENSG00000152582	SPEF2	1.83	-1.12	1.65e-11	9.25e-10	TRUE	protein_coding
ENSG00000154114	TBCEL	4.46	-2.08	1.67e-11	9.36e-10	TRUE	protein_coding
ENSG00000198836	OPA1	6.06	-1.03	1.68e-11	9.37e-10	TRUE	protein_coding
ENSG00000233154	LINC01762	2.24	1.53	1.7e-11	9.44e-10	TRUE	lncRNA
ENSG00000116017	ARID3A	7.14	1	1.71e-11	9.44e-10	TRUE	protein_coding
ENSG00000142173	COL6A2	3.3	-1.95	1.71e-11	9.44e-10	TRUE	protein_coding
ENSG00000146243	IRAK1BP1	1.19	-0.91	1.71e-11	9.44e-10	TRUE	protein_coding
ENSG00000072954	TMEM38A	2.48	1.23	1.73e-11	9.54e-10	TRUE	protein_coding
ENSG00000112299	VNN1	6.24	2.71	1.75e-11	9.65e-10	TRUE	protein_coding
ENSG00000148841	ITPRIP	7.86	1.12	1.8e-11	9.89e-10	TRUE	protein_coding
ENSG00000161395	PGAP3	3.57	-1.16	1.82e-11	9.95e-10	TRUE	protein_coding
ENSG00000088179	PTPN4	5.84	-1.31	1.91e-11	1.05e-09	TRUE	protein_coding
ENSG00000251867	AC009812.1	0.48	-0.43	1.98e-11	1.08e-09	FALSE	lncRNA
ENSG00000171817	ZNF540	1.58	-0.99	2e-11	1.09e-09	TRUE	protein_coding
ENSG00000197863	ZNF790	1.89	-0.83	2.02e-11	1.1e-09	TRUE	protein_coding
ENSG00000198363	ASPH	6.82	2.05	2.05e-11	1.11e-09	TRUE	protein_coding
ENSG00000198718	TOGARAM1	3.73	-0.59	2.08e-11	1.12e-09	TRUE	protein_coding
ENSG00000204386	NEU1	5.35	0.77	2.13e-11	1.15e-09	TRUE	protein_coding
ENSG00000104218	CSPP1	3.65	-0.87	2.17e-11	1.16e-09	TRUE	protein_coding
ENSG00000188404	SELL	10.44	1.43	2.24e-11	1.2e-09	TRUE	protein_coding
ENSG00000286522	H3C2	4.67	2.83	2.26e-11	1.21e-09	TRUE	protein_coding
ENSG00000182899	RPL35A	6.67	-1.36	2.28e-11	1.22e-09	TRUE	protein_coding
ENSG00000100731	PCNX1	9.01	1.18	2.3e-11	1.23e-09	TRUE	protein_coding
ENSG00000211694	TRGV10	1.02	-1.19	2.35e-11	1.25e-09	TRUE	TR_V_gene
ENSG00000170525	PFKFB3	8.42	2.11	2.36e-11	1.25e-09	TRUE	protein_coding
ENSG00000213658	LAT	1.94	-0.97	2.39e-11	1.26e-09	TRUE	protein_coding
ENSG00000197208	SLC22A4	5.88	1.54	2.42e-11	1.28e-09	TRUE	protein_coding
ENSG00000256742	KDM2B-DT	0.68	-0.6	2.42e-11	1.28e-09	TRUE	lncRNA
ENSG00000142303	ADAMTS10	3.03	-1.71	2.46e-11	1.29e-09	TRUE	protein_coding
ENSG00000187037	GPR141	5.42	1.47	2.61e-11	1.37e-09	TRUE	protein_coding
ENSG00000180881	CAPS2	1.53	-0.78	2.69e-11	1.41e-09	TRUE	protein_coding
ENSG00000100365	NCF4	8.36	1.27	2.73e-11	1.42e-09	TRUE	protein_coding
ENSG00000237135	DDX10P1	2.88	1.62	2.74e-11	1.42e-09	TRUE	processed_pseudogene
ENSG00000166986	MARS1	6.96	0.69	2.91e-11	1.51e-09	TRUE	protein_coding
ENSG00000114391	RPL24	6.55	-1.18	2.92e-11	1.51e-09	TRUE	protein_coding
ENSG00000145949	MYLK4	1.16	-0.92	2.92e-11	1.51e-09	TRUE	protein_coding
ENSG00000039560	RAI14	0.3	-0.51	2.95e-11	1.52e-09	FALSE	protein_coding
ENSG00000073331	ALPK1	7.58	1.44	2.99e-11	1.54e-09	TRUE	protein_coding
ENSG00000162407	PLPP3	1.58	1.23	3.04e-11	1.56e-09	TRUE	protein_coding
ENSG00000163412	EIF4E3	7.54	1.12	3.05e-11	1.57e-09	TRUE	protein_coding
ENSG00000113749	HRH2	8.14	1.5	3.06e-11	1.57e-09	TRUE	protein_coding
ENSG00000133641	C12orf29	2.51	-1.1	3.09e-11	1.57e-09	TRUE	protein_coding
ENSG00000111206	FOXM1	2.57	2.12	3.09e-11	1.57e-09	TRUE	protein_coding
ENSG00000243335	KCTD7	4.22	-0.68	3.17e-11	1.61e-09	TRUE	protein_coding
ENSG00000132694	ARHGEF11	7.53	1.05	3.23e-11	1.64e-09	TRUE	protein_coding
ENSG00000230747	AC021188.1	0.77	-0.7	3.27e-11	1.65e-09	TRUE	lncRNA
ENSG00000166441	RPL27A	6.92	-0.96	3.32e-11	1.68e-09	TRUE	protein_coding
ENSG00000278463	H2AC4	3.17	2.25	3.41e-11	1.72e-09	TRUE	protein_coding
ENSG00000257315	ZBED6	3.37	0.79	3.42e-11	1.72e-09	TRUE	protein_coding
ENSG00000171241	SHCBP1	2.65	2.09	3.44e-11	1.73e-09	TRUE	protein_coding
ENSG00000086548	CEACAM6	3.01	3.59	3.47e-11	1.73e-09	TRUE	protein_coding
ENSG00000163221	S100A12	8.43	2.42	3.48e-11	1.73e-09	TRUE	protein_coding
ENSG00000179361	ARID3B	6.07	0.67	3.51e-11	1.75e-09	TRUE	protein_coding
ENSG00000108924	HLF	0.57	-0.65	3.64e-11	1.81e-09	TRUE	protein_coding
ENSG00000109674	NEIL3	4.02	-1.55	3.71e-11	1.84e-09	TRUE	protein_coding
ENSG00000141040	ZNF287	1.9	-1.06	3.74e-11	1.85e-09	TRUE	protein_coding
ENSG00000244313	AC024293.1	1.2	-0.5	3.81e-11	1.88e-09	FALSE	processed_pseudogene
ENSG00000215196	BASP1-AS1	3.14	2.01	3.82e-11	1.88e-09	TRUE	lncRNA
ENSG00000096968	JAK2	7.69	1.08	3.85e-11	1.89e-09	TRUE	protein_coding
ENSG00000169964	TMEM42	2.44	-0.81	3.85e-11	1.89e-09	TRUE	protein_coding
ENSG00000132825	PPP1R3D	5.86	1.24	3.86e-11	1.89e-09	TRUE	protein_coding
ENSG00000196911	KPNA5	3.44	-1.23	3.86e-11	1.89e-09	TRUE	protein_coding
ENSG00000122642	FKBP9	3.18	1.34	3.95e-11	1.93e-09	TRUE	protein_coding
ENSG00000251247	ZNF345	2.09	-0.72	3.96e-11	1.93e-09	TRUE	protein_coding
ENSG00000149781	FERMT3	8.94	1.07	3.97e-11	1.93e-09	TRUE	protein_coding
ENSG00000070371	CLTCL1	4.24	1.47	4.05e-11	1.96e-09	TRUE	protein_coding
ENSG00000116406	EDEM3	6.77	0.67	4.05e-11	1.96e-09	TRUE	protein_coding
ENSG00000189190	ZNF600	3.03	-1.38	4.06e-11	1.96e-09	TRUE	protein_coding
ENSG00000137767	SQOR	6.12	1.11	4.09e-11	1.97e-09	TRUE	protein_coding
ENSG00000188895	MSL1	8.74	1.07	4.1e-11	1.97e-09	TRUE	protein_coding
ENSG00000123485	HJURP	2.05	1.73	4.11e-11	1.97e-09	TRUE	protein_coding
ENSG00000188283	ZNF383	3.51	-0.78	4.17e-11	2e-09	TRUE	protein_coding
ENSG00000183621	ZNF438	5.73	1.54	4.19e-11	2e-09	TRUE	protein_coding
ENSG00000171984	SHLD1	2.47	-0.92	4.21e-11	2.01e-09	TRUE	protein_coding
ENSG00000106070	GRB10	5.54	2.31	4.31e-11	2.05e-09	TRUE	protein_coding
ENSG00000136040	PLXNC1	9.82	1.29	4.39e-11	2.08e-09	TRUE	protein_coding
ENSG00000164045	CDC25A	1.7	1.84	4.51e-11	2.14e-09	TRUE	protein_coding
ENSG00000160999	SH2B2	5.37	1.25	4.53e-11	2.14e-09	TRUE	protein_coding
ENSG00000165480	SKA3	3.1	-1.26	4.56e-11	2.15e-09	TRUE	protein_coding
ENSG00000142409	ZNF787	5.47	0.96	4.59e-11	2.16e-09	TRUE	protein_coding
ENSG00000259651	MTCO3P23	2.89	1.61	4.6e-11	2.16e-09	TRUE	processed_pseudogene
ENSG00000163568	AIM2	4.9	2.07	4.62e-11	2.16e-09	TRUE	protein_coding
ENSG00000163235	TGFA	5.59	1.49	4.63e-11	2.16e-09	TRUE	protein_coding
ENSG00000163162	RNF149	9.17	1.21	4.69e-11	2.19e-09	TRUE	protein_coding
ENSG00000122043	LINC00544	0.64	-0.73	4.74e-11	2.21e-09	TRUE	lncRNA
ENSG00000154127	UBASH3B	6.2	0.83	4.77e-11	2.22e-09	TRUE	protein_coding
ENSG00000233461	AL445524.1	2.54	1.23	4.83e-11	2.24e-09	TRUE	lncRNA
ENSG00000146021	KLHL3	2.5	-1.18	4.88e-11	2.26e-09	TRUE	protein_coding
ENSG00000163393	SLC22A15	5.71	1.29	4.89e-11	2.26e-09	TRUE	protein_coding
ENSG00000235552	RPL6P27	1.03	-0.62	4.97e-11	2.29e-09	TRUE	transcribed_processed_pseudogene
ENSG00000197153	H3C12	3.49	2.49	5e-11	2.3e-09	TRUE	protein_coding
ENSG00000276043	UHRF1	3.19	2.02	5.09e-11	2.34e-09	TRUE	protein_coding
ENSG00000096006	CRISP3	3.22	3.06	5.17e-11	2.37e-09	TRUE	protein_coding
ENSG00000270426	AC099343.3	3.51	1.2	5.26e-11	2.41e-09	TRUE	lncRNA
ENSG00000225681	AC005730.1	0.28	-0.47	5.36e-11	2.45e-09	FALSE	transcribed_processed_pseudogene
ENSG00000108405	P2RX1	6.92	1.44	5.42e-11	2.47e-09	TRUE	protein_coding
ENSG00000198736	MSRB1	8.49	1.29	5.43e-11	2.47e-09	TRUE	protein_coding
ENSG00000059728	MXD1	10.02	1.28	5.49e-11	2.49e-09	TRUE	protein_coding
ENSG00000197841	ZNF181	2.46	-1.01	5.5e-11	2.49e-09	TRUE	protein_coding
ENSG00000150977	RILPL2	5.81	0.96	5.54e-11	2.5e-09	TRUE	protein_coding
ENSG00000130558	OLFM1	0.87	-1.64	5.62e-11	2.54e-09	TRUE	protein_coding
ENSG00000145386	CCNA2	2.51	1.88	5.66e-11	2.55e-09	TRUE	protein_coding
ENSG00000167555	ZNF528	2.62	-0.99	5.73e-11	2.58e-09	TRUE	protein_coding
ENSG00000152061	RABGAP1L	6.85	-1.01	5.76e-11	2.59e-09	TRUE	protein_coding
ENSG00000211778	TRAV4	0.7	-0.71	5.85e-11	2.62e-09	TRUE	TR_V_gene
ENSG00000137098	SPAG8	0.75	-0.59	5.86e-11	2.62e-09	TRUE	protein_coding
ENSG00000256553	TRAV1-2	0.91	-1.11	5.88e-11	2.62e-09	TRUE	TR_V_gene
ENSG00000100504	PYGL	9.03	1.59	5.98e-11	2.66e-09	TRUE	protein_coding
ENSG00000168461	RAB31	8.19	1.16	6.05e-11	2.69e-09	TRUE	protein_coding
ENSG00000116514	RNF19B	7.4	1.12	6.08e-11	2.7e-09	TRUE	protein_coding
ENSG00000126870	WDR60	2.62	-0.72	6.15e-11	2.72e-09	TRUE	protein_coding
ENSG00000168297	PXK	6.22	0.98	6.16e-11	2.72e-09	TRUE	protein_coding
ENSG00000165029	ABCA1	7.96	2.15	6.18e-11	2.72e-09	TRUE	protein_coding
ENSG00000079974	RABL2B	3.4	-0.74	6.25e-11	2.75e-09	TRUE	protein_coding
ENSG00000128383	APOBEC3A	8.09	1.59	6.32e-11	2.77e-09	TRUE	protein_coding
ENSG00000172031	EPHX4	0.18	-0.41	6.44e-11	2.82e-09	FALSE	protein_coding
ENSG00000144824	PHLDB2	2.31	-1.34	6.62e-11	2.89e-09	TRUE	protein_coding
ENSG00000108474	PIGL	2.79	-1.03	6.62e-11	2.89e-09	TRUE	protein_coding
ENSG00000198829	SUCNR1	2.3	1.81	6.63e-11	2.89e-09	TRUE	protein_coding
ENSG00000137970	RPL7P9	1.4	-0.86	6.65e-11	2.89e-09	TRUE	processed_pseudogene
ENSG00000183647	ZNF530	1.86	-0.76	6.69e-11	2.91e-09	TRUE	protein_coding
ENSG00000235105	AL356968.2	1.08	-1.47	6.8e-11	2.95e-09	TRUE	processed_pseudogene
ENSG00000287080	H3C3	4.21	2.78	6.81e-11	2.95e-09	TRUE	protein_coding
ENSG00000213557	AC068050.1	0.27	-0.6	6.85e-11	2.95e-09	TRUE	processed_pseudogene
ENSG00000180712	LINC02363	2.68	1.74	6.85e-11	2.95e-09	TRUE	lncRNA
ENSG00000185271	KLHL33	0.35	-0.51	6.97e-11	3e-09	FALSE	protein_coding
ENSG00000196663	TECPR2	8.25	1.49	6.98e-11	3e-09	TRUE	protein_coding
ENSG00000130433	CACNG6	0.55	-1.12	7.01e-11	3.01e-09	TRUE	protein_coding
ENSG00000147576	ADHFE1	1.13	-0.67	7.15e-11	3.05e-09	TRUE	protein_coding
ENSG00000271109	AC008555.4	1.54	-1	7.15e-11	3.05e-09	TRUE	lncRNA
ENSG00000131469	RPL27	6.1	-1	7.19e-11	3.06e-09	TRUE	protein_coding
ENSG00000145592	RPL37	5.94	-0.68	7.23e-11	3.07e-09	TRUE	protein_coding
ENSG00000075399	VPS9D1	6.32	1.59	7.23e-11	3.07e-09	TRUE	protein_coding
ENSG00000109680	TBC1D19	1.65	-0.87	7.24e-11	3.07e-09	TRUE	protein_coding
ENSG00000243646	IL10RB	4.54	1.07	7.24e-11	3.07e-09	TRUE	protein_coding
ENSG00000133112	TPT1	9.57	-1.22	7.27e-11	3.07e-09	TRUE	protein_coding
ENSG00000110700	RPS13	6.64	-1.35	7.27e-11	3.07e-09	TRUE	protein_coding
ENSG00000145741	BTF3	6.78	-1.35	7.29e-11	3.07e-09	TRUE	protein_coding
ENSG00000196747	H2AC13	4.12	1.88	7.41e-11	3.11e-09	TRUE	protein_coding
ENSG00000236552	RPL13AP5	2.95	-1	7.48e-11	3.14e-09	TRUE	processed_pseudogene
ENSG00000146670	CDCA5	2.38	2.11	7.76e-11	3.25e-09	TRUE	protein_coding
ENSG00000160796	NBEAL2	10.55	1.24	7.84e-11	3.28e-09	TRUE	protein_coding
ENSG00000118900	UBN1	8.45	1.07	7.98e-11	3.33e-09	TRUE	protein_coding
ENSG00000062370	ZNF112	0.23	-0.35	8.02e-11	3.34e-09	FALSE	protein_coding
ENSG00000278869	BX539320.1	3.07	1.3	8.09e-11	3.36e-09	TRUE	lncRNA
ENSG00000214960	CRPPA	1.36	-0.86	8.14e-11	3.38e-09	TRUE	protein_coding
ENSG00000267221	C17orf113	0.59	-0.48	8.36e-11	3.46e-09	FALSE	protein_coding
ENSG00000085563	ABCB1	2.83	-1.61	8.49e-11	3.51e-09	TRUE	protein_coding
ENSG00000146072	TNFRSF21	1.19	-1.08	8.61e-11	3.55e-09	TRUE	protein_coding
ENSG00000159840	ZYX	9.59	1.22	8.74e-11	3.6e-09	TRUE	protein_coding
ENSG00000137076	TLN1	11.51	1.13	8.79e-11	3.61e-09	TRUE	protein_coding
ENSG00000236409	NRADDP	2.47	1.36	8.84e-11	3.63e-09	TRUE	transcribed_unitary_pseudogene
ENSG00000234436	AC245884.2	2.6	1.79	8.96e-11	3.67e-09	TRUE	unprocessed_pseudogene
ENSG00000122483	CCDC18	4.51	-0.99	9.08e-11	3.71e-09	TRUE	protein_coding
ENSG00000167900	TK1	2.86	2.11	9.1e-11	3.71e-09	TRUE	protein_coding
ENSG00000100330	MTMR3	8.94	1.04	9.14e-11	3.73e-09	TRUE	protein_coding
ENSG00000117318	ID3	2.48	-1.28	9.4e-11	3.82e-09	TRUE	protein_coding
ENSG00000261754	AC008555.1	0.88	-0.69	9.43e-11	3.83e-09	TRUE	lncRNA
